x,y,channel,bit_index,payload_bit,byte_index
42,1,R,637,1,79
42,1,G,638,0,79
42,1,G,639,1,79
42,1,B,640,0,80
42,1,B,641,0,80
43,1,R,642,1,80
43,1,R,643,0,80
43,1,G,644,1,80
43,1,G,645,1,80
43,1,B,646,1,80
43,1,B,647,0,80
44,1,R,648,0,81
44,1,R,649,1,81
44,1,G,650,1,81
44,1,G,651,1,81
44,1,B,652,0,81
44,1,B,653,1,81
45,1,R,654,0,81
45,1,R,655,0,81
45,1,G,656,0,82
45,1,G,657,1,82
45,1,B,658,1,82
45,1,B,659,1,82
46,1,R,660,1,82
46,1,R,661,0,82
46,1,G,662,0,82
46,1,G,663,0,82
46,1,B,664,0,83
46,1,B,665,1,83
47,1,R,666,1,83
47,1,R,667,1,83
47,1,G,668,0,83
47,1,G,669,1,83
47,1,B,670,0,83
47,1,B,671,0,83
48,1,R,672,0,84
48,1,R,673,0,84
48,1,G,674,1,84
48,1,G,675,0,84
48,1,B,676,0,84
48,1,B,677,0,84
49,1,R,678,1,84
49,1,R,679,0,84
49,1,G,680,0,85
49,1,G,681,0,85
49,1,B,682,1,85
49,1,B,683,0,85
50,1,R,684,1,85
50,1,R,685,1,85
50,1,G,686,0,85
50,1,G,687,0,85
50,1,B,688,0,86
50,1,B,689,0,86
51,1,R,690,1,86
51,1,R,691,0,86
51,1,G,692,0,86
51,1,G,693,0,86
51,1,B,694,0,86
51,1,B,695,0,86
52,1,R,696,0,87
52,1,R,697,0,87
52,1,G,698,1,87
52,1,G,699,0,87
52,1,B,700,0,87
52,1,B,701,0,87
53,1,R,702,1,87
53,1,R,703,0,87
53,1,G,704,0,88
53,1,G,705,1,88
53,1,B,706,1,88
53,1,B,707,0,88
54,1,R,708,1,88
54,1,R,709,1,88
54,1,G,710,0,88
54,1,G,711,1,88
54,1,B,712,0,89
54,1,B,713,1,89
55,1,R,714,1,89
55,1,R,715,0,89
55,1,G,716,1,89
55,1,G,717,0,89
55,1,B,718,0,89
55,1,B,719,1,89
56,1,R,720,0,90
56,1,R,721,1,90
56,1,G,722,1,90
56,1,G,723,0,90
56,1,B,724,1,90
56,1,B,725,1,90
57,1,R,726,0,90
57,1,R,727,1,90
57,1,G,728,0,91
57,1,G,729,1,91
57,1,B,730,1,91
57,1,B,731,0,91
58,1,R,732,0,91
58,1,R,733,1,91
58,1,G,734,0,91
58,1,G,735,1,91
58,1,B,736,0,92
58,1,B,737,1,92
59,1,R,738,0,92
59,1,R,739,1,92
59,1,G,740,1,92
59,1,G,741,1,92
59,1,B,742,1,92
59,1,B,743,1,92
60,1,R,744,0,93
60,1,R,745,1,93
60,1,G,746,1,93
60,1,G,747,1,93
60,1,B,748,0,93
60,1,B,749,1,93
61,1,R,750,0,93
61,1,R,751,0,93
61,1,G,752,0,94
61,1,G,753,1,94
61,1,B,754,1,94
61,1,B,755,1,94
62,1,R,756,1,94
62,1,R,757,0,94
62,1,G,758,0,94
62,1,G,759,1,94
62,1,B,760,0,95
62,1,B,761,1,95
63,1,R,762,1,95
63,1,R,763,1,95
63,1,G,764,0,95
63,1,G,765,0,95
63,1,B,766,0,95
63,1,B,767,0,95
0,2,R,768,0,96
0,2,R,769,1,96
0,2,G,770,1,96
0,2,G,771,0,96
0,2,B,772,0,96
0,2,B,773,1,96
1,2,R,774,0,96
1,2,R,775,1,96
1,2,G,776,0,97
1,2,G,777,0,97
1,2,B,778,1,97
1,2,B,779,0,97
2,2,R,780,0,97
2,2,R,781,0,97
2,2,G,782,1,97
2,2,G,783,0,97
2,2,B,784,0,98
2,2,B,785,0,98
3,2,R,786,1,98
3,2,R,787,1,98
3,2,G,788,1,98
3,2,G,789,0,98
3,2,B,790,1,98
3,2,B,791,0,98
4,2,R,792,0,99
4,2,R,793,0,99
4,2,G,794,1,99
4,2,G,795,0,99
4,2,B,796,0,99
4,2,B,797,0,99
5,2,R,798,0,99
5,2,R,799,0,99
5,2,G,800,0,100
5,2,G,801,0,100
5,2,B,802,1,100
5,2,B,803,0,100
6,2,R,804,0,100
6,2,R,805,0,100
6,2,G,806,1,100
6,2,G,807,0,100
6,2,B,808,0,101
6,2,B,809,1,101
7,2,R,810,1,101
7,2,R,811,1,101
7,2,G,812,0,101
7,2,G,813,1,101
7,2,B,814,0,101
7,2,B,815,0,101
8,2,R,816,0,102
8,2,R,817,1,102
8,2,G,818,1,102
8,2,G,819,0,102
8,2,B,820,0,102
8,2,B,821,1,102
9,2,R,822,0,102
9,2,R,823,1,102
9,2,G,824,0,103
9,2,G,825,1,103
9,2,B,826,1,103
9,2,B,827,1,103
10,2,R,828,1,103
10,2,R,829,0,103
10,2,G,830,0,103
10,2,G,831,0,103
10,2,B,832,0,104
10,2,B,833,1,104
11,2,R,834,1,104
11,2,R,835,1,104
11,2,G,836,0,104
11,2,G,837,1,104
11,2,B,838,0,104
11,2,B,839,0,104
12,2,R,840,0,105
12,2,R,841,0,105
12,2,G,842,1,105
12,2,G,843,0,105
12,2,B,844,1,105
12,2,B,845,1,105
13,2,R,846,1,105
13,2,R,847,1,105
13,2,G,848,0,106
13,2,G,849,1,106
13,2,B,850,1,106
13,2,B,851,1,106
14,2,R,852,0,106
14,2,R,853,0,106
14,2,G,854,0,106
14,2,G,855,0,106
14,2,B,856,0,107
14,2,B,857,1,107
15,2,R,858,1,107
15,2,R,859,0,107
15,2,G,860,1,107
15,2,G,861,1,107
15,2,B,862,0,107
15,2,B,863,0,107
16,2,R,864,0,108
16,2,R,865,1,108
16,2,G,866,1,108
16,2,G,867,0,108
16,2,B,868,0,108
16,2,B,869,0,108
17,2,R,870,0,108
17,2,R,871,1,108
17,2,G,872,0,109
17,2,G,873,1,109
17,2,B,874,1,109
17,2,B,875,0,109
18,2,R,876,1,109
18,2,R,877,0,109
18,2,G,878,0,109
18,2,G,879,1,109
18,2,B,880,0,110
18,2,B,881,1,110
19,2,R,882,1,110
19,2,R,883,0,110
19,2,G,884,1,110
19,2,G,885,1,110
19,2,B,886,1,110
19,2,B,887,0,110
20,2,R,888,0,111
20,2,R,889,0,111
20,2,G,890,1,111
20,2,G,891,0,111
20,2,B,892,0,111
20,2,B,893,0,111
21,2,R,894,1,111
21,2,R,895,0,111
21,2,G,896,0,112
21,2,G,897,0,112
21,2,B,898,1,112
21,2,B,899,0,112
22,2,R,900,1,112
22,2,R,901,1,112
22,2,G,902,0,112
22,2,G,903,0,112
22,2,B,904,0,113
22,2,B,905,0,113
23,2,R,906,1,113
23,2,R,907,0,113
23,2,G,908,0,113
23,2,G,909,0,113
23,2,B,910,0,113
23,2,B,911,0,113
24,2,R,912,0,114
24,2,R,913,0,114
24,2,G,914,1,114
24,2,G,915,0,114
24,2,B,916,0,114
24,2,B,917,0,114
25,2,R,918,1,114
25,2,R,919,0,114
25,2,G,920,0,115
25,2,G,921,1,115
25,2,B,922,1,115
25,2,B,923,1,115
26,2,R,924,0,115
26,2,R,925,0,115
26,2,G,926,0,115
26,2,G,927,0,115
26,2,B,928,0,116
26,2,B,929,1,116
27,2,R,930,1,116
27,2,R,931,0,116
27,2,G,932,0,116
27,2,G,933,0,116
27,2,B,934,0,116
27,2,B,935,1,116
28,2,R,936,0,117
28,2,R,937,1,117
28,2,G,938,1,117
28,2,G,939,1,117
28,2,B,940,1,117
28,2,B,941,0,117
29,2,R,942,0,117
29,2,R,943,1,117
29,2,G,944,0,118
29,2,G,945,1,118
29,2,B,946,1,118
29,2,B,947,0,118
30,2,R,948,1,118
30,2,R,949,1,118
30,2,G,950,0,118
30,2,G,951,0,118
30,2,B,952,0,119
30,2,B,953,1,119
31,2,R,954,1,119
31,2,R,955,0,119
31,2,G,956,1,119
31,2,G,957,1,119
31,2,B,958,1,119
31,2,B,959,1,119
32,2,R,960,0,120
32,2,R,961,1,120
32,2,G,962,1,120
32,2,G,963,0,120
32,2,B,964,0,120
32,2,B,965,0,120
33,2,R,966,0,120
33,2,R,967,1,120
33,2,G,968,0,121
33,2,G,969,1,121
33,2,B,970,1,121
33,2,B,971,0,121
34,2,R,972,0,121
34,2,R,973,1,121
34,2,G,974,0,121
34,2,G,975,0,121
34,2,B,976,0,122
34,2,B,977,1,122
35,2,R,978,0,122
35,2,R,979,1,122
35,2,G,980,1,122
35,2,G,981,1,122
35,2,B,982,1,122
35,2,B,983,1,122
36,2,R,984,0,123
36,2,R,985,1,123
36,2,G,986,1,123
36,2,G,987,1,123
36,2,B,988,0,123
36,2,B,989,0,123
37,2,R,990,1,123
37,2,R,991,1,123
37,2,G,992,0,124
37,2,G,993,1,124
37,2,B,994,1,124
37,2,B,995,0,124
38,2,R,996,1,124
38,2,R,997,0,124
38,2,G,998,0,124
38,2,G,999,1,124
38,2,B,1000,0,125
38,2,B,1001,1,125
39,2,R,1002,1,125
39,2,R,1003,1,125
39,2,G,1004,1,125
39,2,G,1005,0,125
39,2,B,1006,1,125
39,2,B,1007,0,125
40,2,R,1008,0,126
40,2,R,1009,1,126
40,2,G,1010,1,126
40,2,G,1011,0,126
40,2,B,1012,0,126
40,2,B,1013,1,126
41,2,R,1014,0,126
41,2,R,1015,1,126
41,2,G,1016,0,127
41,2,G,1017,0,127
41,2,B,1018,1,127
41,2,B,1019,0,127
42,2,R,1020,0,127
42,2,R,1021,0,127
42,2,G,1022,1,127
42,2,G,1023,0,127
42,2,B,1024,0,128
42,2,B,1025,0,128
43,2,R,1026,1,128
43,2,R,1027,1,128
43,2,G,1028,1,128
43,2,G,1029,0,128
43,2,B,1030,1,128
43,2,B,1031,0,128
44,2,R,1032,0,129
44,2,R,1033,0,129
44,2,G,1034,1,129
44,2,G,1035,0,129
44,2,B,1036,0,129
44,2,B,1037,0,129
45,2,R,1038,0,129
45,2,R,1039,0,129
45,2,G,1040,0,130
45,2,G,1041,0,130
45,2,B,1042,1,130
45,2,B,1043,1,130
46,2,R,1044,0,130
46,2,R,1045,0,130
46,2,G,1046,0,130
46,2,G,1047,1,130
46,2,B,1048,0,131
46,2,B,1049,0,131
47,2,R,1050,1,131
47,2,R,1051,1,131
47,2,G,1052,0,131
47,2,G,1053,0,131
47,2,B,1054,0,131
47,2,B,1055,1,131
48,2,R,1056,0,132
48,2,R,1057,0,132
48,2,G,1058,1,132
48,2,G,1059,0,132
48,2,B,1060,1,132
48,2,B,1061,1,132
49,2,R,1062,0,132
49,2,R,1063,0,132
49,2,G,1064,0,133
49,2,G,1065,0,133
49,2,B,1066,1,133
49,2,B,1067,0,133
50,2,R,1068,0,133
50,2,R,1069,0,133
50,2,G,1070,0,133
50,2,G,1071,0,133
50,2,B,1072,0,134
50,2,B,1073,0,134
51,2,R,1074,1,134
51,2,R,1075,0,134
51,2,G,1076,0,134
51,2,G,1077,0,134
51,2,B,1078,1,134
51,2,B,1079,0,134
52,2,R,1080,0,135
52,2,R,1081,1,135
52,2,G,1082,1,135
52,2,G,1083,1,135
52,2,B,1084,0,135
52,2,B,1085,0,135
53,2,R,1086,1,135
53,2,R,1087,1,135
53,2,G,1088,0,136
53,2,G,1089,1,136
53,2,B,1090,1,136
53,2,B,1091,0,136
54,2,R,1092,1,136
54,2,R,1093,0,136
54,2,G,1094,0,136
54,2,G,1095,0,136
54,2,B,1096,0,137
54,2,B,1097,1,137
55,2,R,1098,1,137
55,2,R,1099,0,137
55,2,G,1100,0,137
55,2,G,1101,0,137
55,2,B,1102,0,137
55,2,B,1103,1,137
56,2,R,1104,0,138
56,2,R,1105,0,138
56,2,G,1106,1,138
56,2,G,1107,1,138
56,2,B,1108,0,138
56,2,B,1109,0,138
57,2,R,1110,1,138
57,2,R,1111,0,138
57,2,G,1112,0,139
57,2,G,1113,0,139
57,2,B,1114,1,139
57,2,B,1115,1,139
58,2,R,1116,0,139
58,2,R,1117,1,139
58,2,G,1118,0,139
58,2,G,1119,1,139
58,2,B,1120,0,140
58,2,B,1121,0,140
59,2,R,1122,1,140
59,2,R,1123,1,140
59,2,G,1124,0,140
59,2,G,1125,1,140
59,2,B,1126,1,140
59,2,B,1127,0,140
60,2,R,1128,0,141
60,2,R,1129,0,141
60,2,G,1130,1,141
60,2,G,1131,0,141
60,2,B,1132,0,141
60,2,B,1133,0,141
61,2,R,1134,1,141
61,2,R,1135,0,141
61,2,G,1136,0,142
61,2,G,1137,0,142
61,2,B,1138,1,142
61,2,B,1139,1,142
62,2,R,1140,1,142
62,2,R,1141,0,142
62,2,G,1142,1,142
62,2,G,1143,0,142
62,2,B,1144,0,143
62,2,B,1145,0,143
63,2,R,1146,1,143
63,2,R,1147,0,143
63,2,G,1148,0,143
63,2,G,1149,0,143
